"","SubjectID","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low","SubjectID","wordtype","mean","sd","pos_2sd","neg_2sd","outlier_high","outlier_low"
"282","Subject187","negative",339,47.9305052480498,458.826263120125,219.173736879875,0,0,"Subject186","neutral",365.666666666667,24.3789526709687,426.614048344088,304.719284989245,0,0,"Subject188","positive",377.75,84.6221996090073,589.305499022518,166.194500977482,0,0,"Subject186","suicide",309.5,18.2665450117603,355.166362529401,263.833637470599,0,0
"286","Subject188","negative",330,40.9633982965281,432.40849574132,227.59150425868,0,0,"Subject187","neutral",365,109.395307638552,638.488269096379,91.5117309036211,0,0,"Subject189","positive",421.75,25.3689442691913,485.172360672978,358.327639327022,0,0,"Subject187","suicide",342.5,52.6909226843992,474.227306710998,210.772693289002,0,0
"290","Subject189","negative",424.75,29.1819007834194,497.704751958549,351.795248041451,0,0,"Subject188","neutral",367.5,51.1631377719024,495.407844429756,239.592155570244,0,0,"Subject19","positive",463.25,161.953439811159,868.133599527897,58.3664004721028,0,0,"Subject188","suicide",348,63.3035017462173,506.258754365543,189.741245634457,0,0
"294","Subject19","negative",403,90.4322951162913,629.080737790728,176.919262209272,0,0,"Subject189","neutral",408.75,39.634791114205,507.836977785513,309.663022214487,0,0,"Subject190","positive",563.75,65.2910152062799,726.9775380157,400.5224619843,0,0,"Subject189","suicide",430.25,69.5191820051608,604.047955012902,256.452044987098,0,0
"298","Subject190","negative",598.5,97.6268405716379,842.567101429095,354.432898570905,0,0,"Subject19","neutral",334.75,71.839520228539,514.348800571348,155.151199428652,0,0,"Subject191","positive",408.333333333333,17.925772879665,453.147765532496,363.518901134171,0,0,"Subject19","suicide",369,18.1659021245849,414.414755311462,323.585244688538,0,0
"305","Subject192","negative",437.5,55.8957362715023,577.239340678756,297.760659321244,0,0,"Subject190","neutral",605,52.0256347070045,735.064086767511,474.935913232489,0,0,"Subject192","positive",473.75,84.0530586395681,683.88264659892,263.61735340108,0,0,"Subject190","suicide",645.5,109.816513633728,920.041284084319,370.958715915681,0,0
"309","Subject194","negative",315.25,28.0757902827329,385.439475706832,245.060524293168,0,0,"Subject191","neutral",389,NA,NA,NA,0,0,"Subject194","positive",344,47.9791621435806,463.947905358952,224.052094641048,0,0,"Subject191","suicide",527,101.823376490863,781.558441227157,272.441558772843,0,0
"313","Subject196","negative",428.25,67.6233440955612,597.308360238903,259.191639761097,0,0,"Subject192","neutral",448.25,79.3993073017643,646.748268254411,249.751731745589,0,0,"Subject196","positive",698.5,432.765140308998,1780.41285077249,-383.412850772495,0,0,"Subject192","suicide",463.5,59.545500809605,612.363752024012,314.636247975988,0,0
"317","Subject197","negative",402.5,117.761057513368,696.902643783419,108.097356216581,0,0,"Subject194","neutral",398,62.5193303440357,554.298325860089,241.701674139911,0,0,"Subject197","positive",338.75,37.4466286867056,432.366571716764,245.133428283236,0,0,"Subject194","suicide",314.25,39.7523584206019,413.630896051505,214.869103948495,0,0
"321","Subject198","negative",374.25,54.7927914966923,511.231978741731,237.268021258269,0,0,"Subject196","neutral",407.25,37.7921949613938,501.730487403485,312.769512596515,0,0,"Subject198","positive",300.25,10.688779163216,326.97194790804,273.52805209196,0,0,"Subject196","suicide",388,53.8949595664257,522.737398916064,253.262601083936,0,0
"325","Subject199","negative",321,52.1344415909483,451.336103977371,190.663896022629,0,0,"Subject197","neutral",449,157.041395816517,841.603489541293,56.3965104587072,0,0,"Subject199","positive",362.25,16.8794747153656,404.448686788414,320.051313211586,0,0,"Subject197","suicide",421.333333333333,129.136878285536,744.175529047173,98.4911376194933,0,0
"329","Subject20","negative",448.25,20.6458228220626,499.864557055156,396.635442944844,0,0,"Subject198","neutral",355.75,24.1850504788943,416.212626197236,295.287373802764,0,0,"Subject20","positive",432.75,52.3537645892506,563.634411473126,301.865588526874,0,0,"Subject198","suicide",397,84.8253106881038,609.063276720259,184.936723279741,0,0
"333","Subject200","negative",478.5,57.6974869470066,622.743717367517,334.256282632483,0,0,"Subject199","neutral",351,63.1294965395205,508.823741348801,193.176258651199,0,0,"Subject200","positive",453.75,61.0975995164022,606.493998791005,301.006001208995,0,0,"Subject199","suicide",344.5,1.73205080756888,348.830127018922,340.169872981078,0,0
"337","Subject201","negative",571,125.573351737806,884.933379344514,257.066620655486,0,0,"Subject20","neutral",433.75,75.2656406779791,621.914101694948,245.585898305052,0,0,"Subject201","positive",528.25,40.631473843151,629.828684607878,426.671315392122,0,0,"Subject20","suicide",442,34.1857670188438,527.464417547109,356.535582452891,0,0
"341","Subject202","negative",439,59.39696961967,587.492424049175,290.507575950825,0,0,"Subject200","neutral",456.25,104.503189743982,717.507974359955,194.992025640045,0,0,"Subject202","positive",424.75,44.0482689784741,534.870672446185,314.629327553815,0,0,"Subject200","suicide",461.5,52.1312446299402,591.82811157485,331.17188842515,0,0
"345","Subject203","negative",411.25,22.2617010431219,466.904252607805,355.595747392195,0,0,"Subject201","neutral",545.25,81.2337163169744,748.334290792436,342.165709207564,0,0,"Subject203","positive",349,12.8322510366134,381.080627591534,316.919372408466,0,0,"Subject201","suicide",543.75,79.0880311214451,741.470077803613,346.029922196387,0,0
"349","Subject204","negative",323,8.83176086632785,345.07940216582,300.92059783418,0,0,"Subject202","neutral",386.75,42.3034671549902,492.508667887475,280.991332112525,0,0,"Subject204","positive",341.5,8.58292879305582,362.95732198264,320.04267801736,0,0,"Subject202","suicide",427.333333333333,48.5214729097678,548.637015607753,306.029651058914,0,0
"353","Subject205","negative",404.75,66.879867424111,571.949668560278,237.550331439722,0,0,"Subject203","neutral",380.5,57.2974694031072,523.743673507768,237.256326492232,0,0,"Subject205","positive",444.25,75.834798520644,633.83699630161,254.66300369839,0,0,"Subject203","suicide",363.25,37.6950483043419,457.487620760855,269.012379239145,0,0
"357","Subject206","negative",547.5,354.154862548387,1432.88715637097,-337.887156370967,0,0,"Subject204","neutral",320.25,22.4555115728856,376.388778932214,264.111221067786,0,0,"Subject206","positive",342.5,23.3023603954621,400.755900988655,284.244099011345,0,0,"Subject204","suicide",343,19.6638416050035,392.159604012509,293.840395987491,0,0
"361","Subject207","negative",464.5,58.642987645583,611.107469113957,317.892530886042,0,0,"Subject205","neutral",456.5,70.8731260775197,633.682815193799,279.317184806201,0,0,"Subject207","positive",448.25,58.214402570727,593.786006426817,302.713993573183,0,0,"Subject205","suicide",443.25,20.758532382292,495.14633095573,391.35366904427,0,0
"365","Subject208","negative",371,21.7408984788271,425.352246197068,316.647753802932,0,0,"Subject206","neutral",456.5,67.4512169398497,625.128042349624,287.871957650376,0,0,"Subject208","positive",448.75,90.3082683553025,674.520670888256,222.979329111744,0,0,"Subject206","suicide",432.5,43.0929228528305,540.232307132076,324.767692867924,0,0
"369","Subject209","negative",197,90.5906544112949,423.476636028237,-29.4766360282373,0,0,"Subject207","neutral",453,76.1270867256414,643.317716814104,262.682283185896,0,0,"Subject209","positive",343.857142857143,129.782418649354,668.313189480528,19.4010962337579,0,0,"Subject207","suicide",661,431.470354331171,1739.67588582793,-417.675885827929,0,0
"373","Subject21","negative",472,117.277448812634,765.193622031585,178.806377968415,0,0,"Subject208","neutral",498,118.375109996429,793.937774991073,202.062225008927,0,0,"Subject21","positive",488.5,229.123692940444,1061.30923235111,-84.3092323511089,0,0,"Subject208","suicide",487.5,67.6978581640512,656.744645410128,318.255354589872,0,0
"377","Subject210","negative",334,45.7602447545902,448.400611886476,219.599388113524,0,0,"Subject209","neutral",297,123.769947887199,606.424869717998,-12.4248697179979,0,0,"Subject210","positive",347,36.0370180046389,437.092545011597,256.907454988403,0,0,"Subject209","suicide",248.857142857143,154.926249735617,636.172767196186,-138.4584814819,0,0
"381","Subject212","negative",292.5,19.1398362932741,340.349590733185,244.650409266815,0,0,"Subject21","neutral",391,71.670542530852,570.17635632713,211.82364367287,0,0,"Subject212","positive",308.75,99.1610642675171,556.652660668793,60.8473393312071,0,0,"Subject21","suicide",434.75,207.307139288545,953.017848221361,-83.5178482213613,0,0
"385","Subject213","negative",390.75,30.9556133843282,468.139033460821,313.360966539179,0,0,"Subject210","neutral",360,60.6849789212015,511.712447303004,208.287552696996,0,0,"Subject213","positive",399.25,30.3575910331063,475.143977582766,323.356022417234,0,0,"Subject210","suicide",330,22.5831795812724,386.457948953181,273.542051046819,0,0
"389","Subject214","negative",436.333333333333,84.6719158477788,648.01312295278,224.653543713886,0,0,"Subject212","neutral",281,53.0188645672463,413.547161418116,148.452838581884,0,0,"Subject214","positive",424.2,93.4355392770866,657.788848192717,190.611151807283,0,0,"Subject212","suicide",304.333333333333,49.8631460432786,428.99119844153,179.675468225137,0,0
"393","Subject215","negative",335.75,20.7906228862918,387.726557215729,283.773442784271,0,0,"Subject213","neutral",416.5,28.3842679431171,487.460669857793,345.539330142207,0,0,"Subject215","positive",368.25,9.60468635614927,392.261715890373,344.238284109627,0,0,"Subject213","suicide",400,41.8568990729127,504.642247682282,295.357752317718,0,0
"397","Subject217","negative",805,319.134245524774,1602.83561381193,7.16438618806524,0,0,"Subject214","neutral",565.571428571429,262.051430793561,1220.70000555533,-89.5571484124733,0,0,"Subject217","positive",743.5,358.550321898243,1639.87580474561,-152.875804745606,0,0,"Subject214","suicide",402.833333333333,39.9570602855949,502.725984047321,302.940682619346,0,0
"401","Subject219","negative",328.25,35.9849505580689,418.212376395172,238.287623604828,0,0,"Subject215","neutral",367.75,73.0861363962642,550.46534099066,185.03465900934,0,0,"Subject219","positive",344,55.934485486743,483.836213716858,204.163786283142,0,0,"Subject215","suicide",341.5,26.6145323711189,408.036330927797,274.963669072203,0,0
"405","Subject22","negative",286.25,25.0249875124844,348.812468781211,223.687531218789,0,0,"Subject217","neutral",609,73.4393173533996,792.598293383499,425.401706616501,0,0,"Subject22","positive",297,46.3752807718365,412.938201929591,181.061798070409,0,0,"Subject217","suicide",616.5,120.270528393285,917.176320983213,315.823679016787,0,0
"409","Subject220","negative",521,139.522996909709,869.807492274273,172.192507725727,0,0,"Subject219","neutral",340,24.576411454889,401.441028637223,278.558971362777,0,0,"Subject220","positive",639.75,158.720666581262,1036.55166645315,242.948333546846,0,0,"Subject219","suicide",316.5,42.1465696508427,421.866424127107,211.133575872893,0,0
"413","Subject221","negative",362.5,45.6982858905379,476.745714726345,248.254285273655,0,0,"Subject22","neutral",299,15.0332963783729,336.583240945932,261.416759054068,0,0,"Subject221","positive",350.25,60.5385552079554,501.596388019889,198.903611980111,0,0,"Subject22","suicide",302,7.95822425754221,321.895560643856,282.104439356144,0,0
"417","Subject222","negative",306.25,22.6623770450792,362.905942612698,249.594057387302,0,0,"Subject220","neutral",578.5,127.860601176959,898.151502942397,258.848497057603,0,0,"Subject222","positive",310.75,26.4748308146939,376.937077036735,244.562922963265,0,0,"Subject220","suicide",578,167.026943934205,995.567359835512,160.432640164488,0,0
"421","Subject223","negative",427.5,124.216209355569,738.040523388924,116.959476611076,0,0,"Subject221","neutral",360,42.7940805875454,466.985201468864,253.014798531136,0,0,"Subject223","positive",359.5,54.3231074221643,495.307768555411,223.692231444589,0,0,"Subject221","suicide",424.25,92.0049817491785,654.262454372946,194.237545627054,0,0
"425","Subject224","negative",341.5,63.1110133019586,499.277533254897,183.722466745103,0,0,"Subject222","neutral",356.5,85.9631704084177,571.407926021044,141.592073978956,0,0,"Subject224","positive",323.5,49.3051721424842,446.762930356211,200.237069643789,0,0,"Subject222","suicide",307.5,15.7797338380595,346.949334595149,268.050665404851,0,0
"429","Subject225","negative",384,24.0138848724372,444.034712181093,323.965287818907,0,0,"Subject223","neutral",390.75,46.5501521658809,507.125380414702,274.374619585298,0,0,"Subject225","positive",441.25,82.5928770132954,647.732192533238,234.767807466762,0,0,"Subject223","suicide",371.75,38.2568076730578,467.392019182644,276.107980817356,0,0
"433","Subject226","negative",469.5,30.3918848817685,545.479712204421,393.520287795579,0,0,"Subject224","neutral",332.25,24.0883789408918,392.47094735223,272.02905264777,0,0,"Subject226","positive",421.5,45,534,309,0,0,"Subject224","suicide",352.75,60.3841866716775,503.710466679194,201.789533320806,0,0
"437","Subject227","negative",765.75,228.540842447617,1337.10210611904,194.397893880957,0,0,"Subject225","neutral",377,39.0725820322469,474.681455080617,279.318544919383,0,0,"Subject227","positive",522.25,172.229256128762,952.823140321905,91.6768596780952,0,0,"Subject225","suicide",429.75,89.3098538796252,653.024634699063,206.475365300937,0,0
"441","Subject228","negative",627.25,33.8956732735414,711.989183183853,542.510816816147,0,0,"Subject226","neutral",416.5,42.6262829718942,523.065707429736,309.934292570264,0,0,"Subject228","positive",639.5,39.1109532825098,737.277383206275,541.722616793725,0,0,"Subject226","suicide",427.5,44.3132786720489,538.283196680122,316.716803319878,0,0
"445","Subject229","negative",347.666666666667,44.7697814751573,459.59112035456,235.742212978774,0,0,"Subject227","neutral",583.5,201.246946146602,1086.61736536651,80.3826346334949,0,0,"Subject229","positive",333.25,47.3383213334257,451.595803333564,214.904196666436,0,0,"Subject227","suicide",680,278.524684722916,1376.31171180729,-16.3117118072911,0,0
"449","Subject23","negative",392.25,51.1166965547136,520.041741386784,264.458258613216,0,0,"Subject228","neutral",736.5,211.574258043522,1265.4356451088,207.564354891196,0,0,"Subject23","positive",400,49.173163412577,522.932908531443,277.067091468558,0,0,"Subject228","suicide",545.25,17.9698822107065,590.174705526766,500.325294473234,0,0
"453","Subject230","negative",378.5,22.1735578260835,433.933894565209,323.066105434791,0,0,"Subject229","neutral",373.25,36.0404864932019,463.351216233005,283.148783766995,0,0,"Subject230","positive",365,33.2465537061112,448.116384265278,281.883615734722,0,0,"Subject229","suicide",333,12.1928941054479,363.48223526362,302.51776473638,0,0
"457","Subject231","negative",362.75,49.378639106399,486.196597765998,239.303402234002,0,0,"Subject23","neutral",368,30.539591789457,444.348979473642,291.651020526358,0,0,"Subject231","positive",368.25,73.3274618861629,551.568654715407,184.931345284593,0,0,"Subject23","suicide",389.25,34.052655305179,474.381638262947,304.118361737053,0,0
"461","Subject232","negative",463.5,49.9633198790206,588.408299697551,338.591700302449,0,0,"Subject230","neutral",405.5,41.0325074382089,508.081268595522,302.918731404478,0,0,"Subject232","positive",498.5,52.8236058342606,630.559014585652,366.440985414348,0,0,"Subject230","suicide",353.5,19.824227601599,403.060569003998,303.939430996002,0,0
"465","Subject233","negative",495.25,149.947490809283,870.118727023207,120.381272976793,0,0,"Subject231","neutral",398.25,39.4239774756429,496.809943689107,299.690056310893,0,0,"Subject233","positive",434,91.4148055112883,662.537013778221,205.462986221779,0,0,"Subject231","suicide",390.333333333333,58.6884429281723,537.054440653764,243.612226012903,0,0
"469","Subject234","negative",421.25,24.5407823836161,482.60195595904,359.89804404096,0,0,"Subject232","neutral",478.5,34.9332697200439,565.83317430011,391.16682569989,0,0,"Subject234","positive",408,16.0934769394311,448.233692348578,367.766307651422,0,0,"Subject232","suicide",429,30.3864004668755,504.966001167189,353.033998832811,0,0
"473","Subject236","negative",384.5,39.6190190018212,483.547547504553,285.452452495447,0,0,"Subject233","neutral",503.25,142.481285320798,859.453213301995,147.046786698005,0,0,"Subject236","positive",353.5,16.2992842378635,394.248210594659,312.751789405341,0,0,"Subject233","suicide",417,102.381638978872,672.954097447179,161.045902552821,0,0
"477","Subject237","negative",376.25,27.9806480744579,446.201620186145,306.298379813855,0,0,"Subject234","neutral",400.75,25.1445819213603,463.611454803401,337.888545196599,0,0,"Subject237","positive",370.75,70.886646603339,547.966616508347,193.533383491653,0,0,"Subject234","suicide",428.5,88.372318441165,649.430796102912,207.569203897088,0,0
"481","Subject238","negative",411.5,29.8049212938624,486.012303234656,336.987696765344,0,0,"Subject236","neutral",385.75,64.0383999383703,545.845999845926,225.654000154074,0,0,"Subject238","positive",455.5,125.747100695536,769.867751738841,141.132248261159,0,0,"Subject236","suicide",440.25,104.381910948848,701.204777372121,179.295222627879,0,0
"485","Subject239","negative",290,22.3755819291179,345.938954822795,234.061045177205,0,0,"Subject237","neutral",341.75,44.8060635777495,453.765158944374,229.734841055626,0,0,"Subject239","positive",327.25,32.8772971314046,409.443242828512,245.056757171488,0,0,"Subject237","suicide",390.25,82.8668610885357,597.417152721339,183.082847278661,0,0
"489","Subject24","negative",374.25,69.1586340717243,547.146585179311,201.353414820689,0,0,"Subject238","neutral",449.25,69.3319310755633,622.579827688908,275.920172311092,0,0,"Subject24","positive",326.25,56.328648720404,467.07162180101,185.42837819899,0,0,"Subject238","suicide",431,76.6898515667708,622.724628916927,239.275371083073,0,0
"493","Subject240","negative",400.5,128.225062552789,721.062656381973,79.9373436180273,0,0,"Subject239","neutral",281.75,21.7006144306254,336.001536076563,227.498463923437,0,0,"Subject240","positive",319.5,59.7634224812022,468.908556203006,170.091443796994,0,0,"Subject239","suicide",302.5,26.134268690744,367.83567172686,237.16432827314,0,0
"497","Subject241","negative",457.5,35.9304884464434,547.326221116108,367.673778883892,0,0,"Subject24","neutral",349,30.0776772152815,424.194193038204,273.805806961796,0,0,"Subject241","positive",456.5,109.597749368619,730.494373421548,182.505626578452,0,0,"Subject24","suicide",360,13.228756555323,393.071891388307,326.928108611693,0,0
"501","Subject242","negative",378,32.331615074619,458.829037686548,297.170962313452,0,0,"Subject240","neutral",331.25,51.1362558921424,459.090639730356,203.409360269644,0,0,"Subject242","positive",394.666666666667,77.3972437063061,588.159775932432,201.173557400902,0,0,"Subject240","suicide",360.75,137.383587083756,704.20896770939,17.2910322906097,0,0
"505","Subject243","negative",478,145.769224003789,842.423060009471,113.576939990529,0,0,"Subject241","neutral",503.5,88.5004708085405,724.751177021351,282.248822978649,0,0,"Subject243","positive",353.75,54.865745233251,490.914363083127,216.585636916873,0,0,"Subject241","suicide",740.25,551.7598360398,2119.6495900995,-639.149590099499,0,0
"509","Subject244","negative",397,45.7893728573199,511.4734321433,282.5265678567,0,0,"Subject242","neutral",347.333333333333,43.2473505932252,455.451709816396,239.21495685027,0,0,"Subject244","positive",391.5,16.8226038412607,433.556509603152,349.443490396848,0,0,"Subject242","suicide",322,21.4320632075713,375.580158018928,268.419841981072,0,0
"513","Subject245","negative",465.5,140.714249456123,817.285623640307,113.714376359693,0,0,"Subject243","neutral",337,44.4822061802994,448.205515450749,225.794484549251,0,0,"Subject245","positive",398,0,398,398,0,0,"Subject243","suicide",344.75,34.6350015639286,431.337503909821,258.162496090179,0,0
"517","Subject246","negative",440,77.9230389551126,634.807597387782,245.192402612218,0,0,"Subject244","neutral",459.75,227.705035810219,1029.01258952555,-109.512589525549,0,0,"Subject246","positive",485,48.7305516761986,606.826379190497,363.173620809503,0,0,"Subject244","suicide",381.5,48.7202900921851,503.300725230463,259.699274769537,0,0
"521","Subject247","negative",316.75,9.8784276751583,341.446069187896,292.053930812104,0,0,"Subject245","neutral",445.666666666667,50.4612062215454,571.81968222053,319.513651112803,0,0,"Subject247","positive",314,54.2862781925599,449.7156954814,178.2843045186,0,0,"Subject245","suicide",404,80.6101730552664,605.525432638166,202.474567361834,0,0
"525","Subject248","negative",563.75,397.269325101582,1556.92331275396,-429.423312753956,0,0,"Subject246","neutral",438,45.1072795307661,550.768198826915,325.231801173085,0,0,"Subject248","positive",331.5,45.3541618817943,444.885404704486,218.114595295514,0,0,"Subject246","suicide",416.5,13.8924439894498,451.231109973624,381.768890026376,0,0
"529","Subject249","negative",420,47.7842372894382,539.460593223595,300.539406776405,0,0,"Subject247","neutral",315.5,22.9855026774124,372.963756693531,258.036243306469,0,0,"Subject249","positive",399.5,13.1782649338472,432.445662334618,366.554337665382,0,0,"Subject247","suicide",308.75,26.2599187609812,374.399796902453,243.100203097547,0,0
"533","Subject25","negative",380,36.5786823163438,471.446705790859,288.553294209141,0,0,"Subject248","neutral",386.75,61.6515747298207,540.878936824552,232.621063175448,0,0,"Subject25","positive",500.333333333333,100.72900939319,752.155856816308,248.510809850359,0,0,"Subject248","suicide",338.333333333333,15.8219257150744,377.888147621019,298.778519045647,0,0
"537","Subject250","negative",443.5,7.18795288428261,461.469882210707,425.530117789293,0,0,"Subject249","neutral",457.5,59.2086705362202,605.52167634055,309.47832365945,0,0,"Subject250","positive",437.25,22.2017266595791,492.754316648948,381.745683351052,0,0,"Subject249","suicide",407,44.1889880701818,517.472470175454,296.527529824546,0,0
"541","Subject251","negative",407,26.3185612575358,472.79640314384,341.20359685616,0,0,"Subject25","neutral",354,NA,NA,NA,0,0,"Subject251","positive",374.75,49.0603370011526,497.400842502882,252.099157497118,0,0,"Subject25","suicide",383,NA,NA,NA,0,0
"545","Subject252","negative",526,256.110653169029,1166.27663292257,-114.276632922573,0,0,"Subject250","neutral",458.5,46.4076143177676,574.519035794419,342.480964205581,0,0,"Subject252","positive",457.25,149.392938253453,830.732345633632,83.7676543663677,0,0,"Subject250","suicide",430.25,26.7129806149245,497.032451537311,363.467548462689,0,0
"549","Subject253","negative",418,98.4174781225367,664.043695306342,171.956304693658,0,0,"Subject251","neutral",445,99.2404487427715,693.101121856929,196.898878143071,0,0,"Subject253","positive",482.666666666667,220.812892135702,1034.69889700592,-69.3655636725892,0,0,"Subject251","suicide",400.75,65.3318452211477,564.079613052869,237.420386947131,0,0
"553","Subject254","negative",450.25,28.5,521.5,379,0,0,"Subject252","neutral",372,27.8926513619627,441.731628404907,302.268371595093,0,0,"Subject254","positive",441.75,85.1836251870041,654.70906296751,228.79093703249,0,0,"Subject252","suicide",650.75,436.575594828662,1742.18898707165,-440.688987071655,0,0
"557","Subject255","negative",416,29.1661904723031,488.915476180758,343.084523819242,0,0,"Subject253","neutral",463.25,91.6856041044612,692.464010261153,234.035989738847,0,0,"Subject255","positive",385,36.1386219991853,475.346554997963,294.653445002037,0,0,"Subject253","suicide",392.75,90.0421197736556,617.855299434139,167.644700565861,0,0
"561","Subject256","negative",408.25,98.2899621867191,653.974905466798,162.525094533202,0,0,"Subject254","neutral",444,47.588514020367,562.971285050917,325.028714949082,0,0,"Subject256","positive",401.25,115.848680038517,690.871700096292,111.628299903708,0,0,"Subject254","suicide",434.5,41.7013189239861,538.753297309965,330.246702690035,0,0
"565","Subject257","negative",426.25,73.9656451784656,611.164112946164,241.335887053836,0,0,"Subject255","neutral",411,24.9933324442073,473.483331110518,348.516668889482,0,0,"Subject257","positive",433.25,62.824490978174,590.311227445435,276.188772554565,0,0,"Subject255","suicide",487.5,77.5736209459547,681.434052364887,293.565947635113,0,0
"569","Subject258","negative",532.75,135.946987216831,872.617468042079,192.882531957921,0,0,"Subject256","neutral",359.25,43.7369028014864,468.592257003716,249.907742996284,0,0,"Subject258","positive",514.25,113.197099491698,797.242748729245,231.257251270755,0,0,"Subject256","suicide",472.25,96.3513535625387,713.128383906347,231.371616093653,0,0
